student_code,name,age,gender,class_level,semester,study_hours,sleep_hours,screen_time,study_days,attendance,previous_marks,exam_score,passed
STU-00964,Reyansh Mehta,18,Male,11th,Semester 3,3.1,7.8,3.4,6,95.6,73.8,65.3,1
STU-00965,Angel Banerjee,17,Female,11th,Semester 1,1.1,6.7,7.2,3,75.9,56.0,42.6,0
STU-00966,Navya Reddy,14,Female,10th,Semester 4,2.2,6.5,2.3,5,73.0,74.5,57.2,1
STU-00967,Krishna Rao,16,Male,11th,Semester 4,3.2,7.9,3.5,6,68.6,58.8,53.6,1
STU-00968,Isha Malhotra,16,Female,10th,Semester 2,2.2,7.9,8.4,5,74.1,42.8,40.6,0
STU-00969,Aanya Mishra,14,Female,10th,Semester 3,1.7,6.6,5.1,3,83.0,59.1,65.9,1
STU-00970,Aaryan Rao,14,Male,9th,Semester 2,7.0,5.8,1.4,7,72.5,69.9,65.2,1
STU-00971,Isha Banerjee,18,Female,12th,Semester 1,3.6,8.1,5.6,5,92.0,77.9,65.6,1
STU-00972,Aaradhya Kulkarni,14,Female,9th,Semester 4,4.3,9.0,7.8,6,81.4,67.6,50.9,1
STU-00973,Ayaan Malhotra,18,Male,11th,Semester 3,3.6,5.7,1.5,5,88.4,66.9,66.4,1
STU-00974,Sai Bhat,18,Male,12th,Semester 2,2.2,6.9,8.2,4,84.6,52.7,36.8,0
STU-00975,Aditya Bhat,18,Male,11th,Semester 2,3.8,7.4,0.9,7,84.2,80.2,80.1,1
STU-00976,Diya Verma,18,Female,12th,Semester 1,4.5,6.4,4.0,7,80.6,73.7,70.4,1
STU-00977,Reyansh Joshi,22,Male,Undergraduate,Semester 2,3.8,7.5,1.0,6,98.6,76.8,78.3,1
STU-00978,Pari Joshi,19,Female,Undergraduate,Semester 1,3.0,6.8,4.6,6,81.2,47.4,46.8,0
STU-00979,Sai Singh,21,Male,Undergraduate,Semester 3,4.8,8.6,3.3,7,60.1,56.9,55.3,1
STU-00980,Tara Mishra,19,Female,Undergraduate,Semester 2,3.8,6.5,4.6,7,82.7,65.2,55.5,1
STU-00981,Khushi Mehta,18,Female,Undergraduate,Semester 3,2.7,8.9,2.7,4,77.9,55.2,60.9,1
STU-00982,Anushka Kulkarni,16,Female,10th,Semester 3,5.2,8.0,3.9,7,75.7,67.3,61.2,1
STU-00983,Atharv Bhat,17,Male,12th,Semester 4,2.8,7.3,4.3,5,97.2,73.2,71.2,1
STU-00984,Sai Patel,15,Male,10th,Semester 1,1.0,7.2,3.9,3,84.0,60.8,61.8,1
STU-00985,Sara Bhat,22,Female,Undergraduate,Semester 1,4.1,7.7,5.8,7,93.0,60.1,61.4,1
STU-00986,Aditya Deshmukh,17,Male,11th,Semester 1,3.0,7.8,3.8,5,74.8,66.0,60.3,1
STU-00987,Advik Nair,14,Male,9th,Semester 3,1.6,7.0,2.1,4,40.0,36.8,37.0,0
STU-00988,Kabir Bhat,17,Male,12th,Semester 4,2.8,5.7,5.4,5,73.2,65.5,51.2,1
STU-00989,Arnav Sharma,16,Male,10th,Semester 4,3.7,7.1,3.9,5,93.1,56.0,58.3,1
STU-00990,Aanya Sharma,15,Female,9th,Semester 3,3.3,6.3,3.0,5,92.5,81.5,60.5,1
STU-00991,Diya Reddy,16,Female,10th,Semester 3,3.9,7.3,8.2,7,79.0,60.1,62.1,1
STU-00992,Pari Das,16,Female,10th,Semester 1,3.7,7.7,2.6,5,65.7,56.5,50.4,1
STU-00993,Riya Deshmukh,15,Female,9th,Semester 4,3.3,7.8,6.3,5,94.5,68.3,61.2,1
STU-00994,Diya Gupta,18,Female,11th,Semester 3,1.4,9.1,1.2,3,81.8,58.9,47.8,0
STU-00995,Angel Choudhury,16,Female,12th,Semester 1,2.6,5.7,0.7,4,74.5,66.4,50.0,1
STU-00996,Kabir Bhat,18,Male,12th,Semester 2,4.7,7.6,3.0,7,74.4,76.7,70.1,1
STU-00997,Aarav Mishra,21,Male,Undergraduate,Semester 4,3.8,5.5,4.3,6,64.3,49.1,47.5,0
STU-00998,Tara Sharma,17,Female,11th,Semester 3,8.6,4.8,2.4,7,77.6,82.7,72.0,1
STU-00999,Dhruv Mehta,16,Male,12th,Semester 4,11.5,6.8,2.5,7,82.1,86.2,95.9,1
STU-01000,Khushi Kulkarni,18,Female,11th,Semester 3,4.6,7.6,2.3,7,62.1,59.2,65.8,1
STU-01001,Tanvi Reddy,14,Female,10th,Semester 4,3.4,7.1,3.8,5,71.6,64.7,63.9,1
STU-01002,Rohan Reddy,16,Male,9th,Semester 1,2.3,6.8,2.3,5,85.2,71.2,64.9,1
STU-01003,Saanvi Malhotra,21,Female,Undergraduate,Semester 4,2.2,7.9,1.6,4,92.8,75.7,76.6,1
STU-01004,Saanvi Kulkarni,16,Female,9th,Semester 2,1.9,8.7,1.1,3,53.1,49.2,45.3,0
STU-01005,Isha Mehta,16,Female,11th,Semester 3,1.2,5.5,2.9,3,85.9,60.9,61.4,1
STU-01006,Aditya Singh,22,Male,Undergraduate,Semester 1,4.1,7.5,1.0,7,82.8,62.5,59.4,1
STU-01007,Arjun Mishra,17,Male,11th,Semester 4,4.1,5.9,0.7,6,50.6,63.9,50.8,1
STU-01008,Diya Joshi,19,Female,Undergraduate,Semester 4,2.2,6.6,3.7,4,75.2,55.0,55.1,1
STU-01009,Navya Iyer,20,Female,Undergraduate,Semester 1,5.2,8.3,2.9,7,86.5,63.7,57.1,1
STU-01010,Advaith Iyer,19,Male,Undergraduate,Semester 1,1.9,6.3,2.1,4,83.8,60.7,57.4,1
STU-01011,Sai Mishra,16,Male,10th,Semester 1,3.9,6.0,1.1,7,56.9,53.4,48.2,0
STU-01012,Avani Rao,18,Female,Undergraduate,Semester 1,3.1,7.7,5.9,5,83.0,53.0,45.3,0
STU-01013,Kabir Reddy,15,Male,10th,Semester 4,1.8,6.3,1.3,3,88.3,64.5,67.6,1
STU-01014,Sneha Iyer,16,Female,10th,Semester 2,2.6,6.6,1.8,5,59.9,55.2,40.2,0
STU-01015,Angel Verma,20,Female,Undergraduate,Semester 1,5.8,7.6,2.8,7,58.2,59.5,56.2,1
STU-01016,Meera Iyer,17,Female,11th,Semester 3,6.6,6.2,2.2,7,84.5,81.9,81.5,1
STU-01017,Krishna Rao,16,Male,12th,Semester 1,3.7,7.1,4.8,5,42.5,36.1,29.9,0
STU-01018,Priyanka Gupta,18,Female,12th,Semester 1,2.3,5.5,5.2,4,82.1,50.5,42.6,0
STU-01019,Tanvi Kumar,14,Female,10th,Semester 4,3.5,5.7,3.7,5,50.9,57.6,50.4,1
STU-01020,Meera Nair,18,Female,11th,Semester 3,1.9,8.4,1.4,4,87.8,67.3,57.6,1
STU-01021,Arjun Mehta,18,Male,12th,Semester 2,2.7,4.6,6.1,4,73.4,52.6,44.2,0
STU-01022,Pooja Sharma,14,Female,10th,Semester 4,2.6,6.3,4.6,5,67.8,49.6,53.1,1
STU-01023,Ishaan Iyer,16,Male,10th,Semester 1,5.1,7.3,5.4,7,80.9,55.5,57.0,1
STU-01024,Tanvi Deshmukh,19,Female,Undergraduate,Semester 2,2.7,8.0,2.8,4,85.3,62.4,62.8,1
STU-01025,Dev Malhotra,21,Male,Undergraduate,Semester 1,4.4,6.5,5.1,7,83.3,74.0,72.0,1
STU-01026,Anand Deshmukh,14,Male,10th,Semester 3,4.9,7.1,2.7,7,88.0,70.9,65.3,1
STU-01027,Arnav Chouhan,17,Male,12th,Semester 2,2.1,8.5,4.2,4,56.9,43.3,43.3,0
STU-01028,Sneha Nair,15,Female,9th,Semester 4,3.6,6.0,1.4,5,95.3,84.4,66.1,1
STU-01029,Aaradhya Gupta,15,Female,10th,Semester 2,1.7,7.5,8.7,3,72.0,34.0,33.5,0
STU-01030,Shaurya Rao,16,Male,12th,Semester 4,3.6,7.1,4.3,6,93.0,73.3,72.6,1
STU-01031,Isha Gupta,22,Female,Undergraduate,Semester 1,1.4,7.8,8.5,3,55.1,39.9,23.4,0
STU-01032,Rohan Rao,14,Male,10th,Semester 2,4.7,8.3,4.5,7,82.4,79.3,60.3,1
STU-01033,Diya Mishra,15,Female,9th,Semester 4,1.3,8.1,2.6,4,81.3,55.1,51.2,1
STU-01034,Arjun Bose,18,Male,12th,Semester 1,1.0,6.6,1.5,2,75.8,56.6,49.8,0
STU-01035,Anand Iyer,18,Male,11th,Semester 2,3.0,8.6,2.8,5,86.4,64.2,48.1,0
STU-01036,Pooja Kumar,18,Female,12th,Semester 2,4.7,5.7,0.5,7,94.0,75.3,62.0,1
STU-01037,Ananya Singh,16,Female,11th,Semester 3,2.9,8.4,2.9,4,67.7,56.0,51.4,1
STU-01038,Dev Gupta,17,Male,12th,Semester 1,3.0,6.6,1.8,5,66.8,56.6,51.3,1
STU-01039,Isha Bhat,16,Female,12th,Semester 2,3.0,8.9,1.3,5,79.1,67.5,56.1,1
STU-01040,Ishaan Reddy,21,Male,Undergraduate,Semester 4,3.7,7.3,4.1,6,96.1,64.5,72.6,1
STU-01041,Aditya Iyer,18,Male,11th,Semester 4,2.6,5.5,6.9,4,85.7,55.1,49.7,0
STU-01042,Myra Singh,15,Female,10th,Semester 3,4.0,8.0,2.6,6,72.6,53.7,61.5,1
STU-01043,Aaryan Singh,21,Male,Undergraduate,Semester 3,7.5,8.2,3.1,7,79.7,84.7,76.0,1
STU-01044,Aditya Singh,18,Male,11th,Semester 2,4.9,6.4,2.3,7,87.1,84.8,73.7,1
STU-01045,Sai Kapoor,17,Male,12th,Semester 1,2.5,5.2,5.2,4,67.5,56.1,41.3,0
STU-01046,Sneha Kumar,21,Female,Undergraduate,Semester 3,3.8,6.5,2.7,6,92.2,67.8,69.1,1
STU-01047,Khushi Gupta,19,Female,Undergraduate,Semester 4,3.2,4.8,2.3,6,71.6,54.9,49.9,0
STU-01048,Kavya Malhotra,14,Female,9th,Semester 2,6.1,7.3,4.8,7,62.7,62.9,52.5,1
STU-01049,Isha Chouhan,16,Female,11th,Semester 2,2.2,6.7,6.4,5,93.5,54.9,48.7,0
STU-01050,Ishaan Bose,22,Male,Undergraduate,Semester 1,2.7,6.8,2.2,4,81.3,61.8,49.6,0
STU-01051,Anand Nair,15,Male,10th,Semester 2,7.6,7.3,0.8,7,85.7,84.3,75.6,1
STU-01052,Aditya Banerjee,20,Male,Undergraduate,Semester 3,2.4,6.9,5.3,5,68.1,59.9,46.7,0
STU-01053,Reyansh Rao,14,Male,9th,Semester 4,7.0,7.7,0.7,7,89.7,73.2,73.8,1
STU-01054,Aaryan Bhat,15,Male,10th,Semester 3,5.6,8.3,1.4,7,79.7,80.3,69.7,1
STU-01055,Arjun Das,14,Male,10th,Semester 2,7.4,6.0,6.6,7,62.9,62.4,56.4,1
STU-01056,Siddharth Chouhan,16,Male,10th,Semester 3,12.0,6.8,2.4,7,75.4,99.0,96.8,1
STU-01057,Dhruv Bhat,14,Male,10th,Semester 2,2.3,5.7,1.2,5,73.0,76.0,66.5,1
STU-01058,Khushi Sharma,15,Female,10th,Semester 4,1.5,8.3,6.4,4,96.2,73.3,60.5,1
STU-01059,Aanya Choudhury,14,Female,9th,Semester 2,3.6,5.2,3.2,6,93.5,73.2,61.3,1
STU-01060,Diya Verma,16,Female,11th,Semester 4,2.5,7.6,2.2,5,87.1,71.0,63.3,1
STU-01061,Dev Patel,18,Male,12th,Semester 2,2.4,8.4,4.0,4,68.2,57.6,48.8,0
STU-01062,Vihaan Singh,15,Male,10th,Semester 2,3.7,7.3,4.2,5,73.6,72.6,65.9,1
STU-01063,Aadhya Nair,15,Female,10th,Semester 4,2.7,5.6,1.7,5,87.6,57.2,58.4,1
STU-01064,Kavya Bhat,15,Female,10th,Semester 3,5.9,6.3,1.2,7,79.4,81.7,76.6,1
STU-01065,Aadhya Banerjee,16,Female,9th,Semester 3,4.4,8.7,2.0,7,88.4,75.3,64.1,1
STU-01066,Aaradhya Patel,16,Female,9th,Semester 1,4.0,5.2,3.9,6,45.2,56.8,44.0,0
STU-01067,Riya Deshmukh,16,Female,11th,Semester 2,6.1,7.9,0.9,7,76.9,69.7,63.9,1
STU-01068,Aaradhya Mishra,18,Female,11th,Semester 2,2.8,7.8,2.1,5,86.2,66.5,57.3,1
STU-01069,Isha Sharma,18,Female,12th,Semester 3,3.4,7.1,5.9,6,88.1,62.4,56.4,1
STU-01070,Ishaan Rao,17,Male,12th,Semester 2,3.1,6.2,2.2,5,83.7,64.9,49.8,0
STU-01071,Isha Sharma,16,Female,12th,Semester 4,3.5,6.2,7.5,5,74.2,59.7,56.7,1
STU-01072,Diya Rao,16,Female,9th,Semester 4,4.2,8.9,5.8,7,92.4,61.6,60.3,1
STU-01073,Muhammad Mishra,16,Male,9th,Semester 2,5.9,9.3,3.3,7,73.2,71.6,57.7,1
STU-01074,Anand Mehta,16,Male,11th,Semester 4,7.3,5.9,8.7,7,87.8,74.0,66.4,1
STU-01075,Aditya Singh,16,Male,12th,Semester 4,6.4,9.1,4.6,7,65.9,64.8,65.8,1
STU-01076,Aaradhya Choudhury,18,Female,11th,Semester 4,1.3,6.0,1.4,4,89.2,76.3,55.8,1
STU-01077,Saanvi Das,18,Other,12th,Semester 1,4.0,7.6,4.3,7,40.0,50.2,46.5,0
STU-01078,Advaith Kumar,17,Male,12th,Semester 2,3.7,9.2,2.5,6,64.5,52.8,45.7,0
STU-01079,Reyansh Patel,17,Male,11th,Semester 3,5.6,5.9,1.8,7,80.8,78.7,74.9,1
STU-01080,Muhammad Singh,18,Male,Undergraduate,Semester 4,1.7,5.8,2.6,4,61.6,58.2,47.9,0
STU-01081,Anushka Nair,17,Female,12th,Semester 2,0.7,7.3,2.2,3,65.5,53.9,41.2,0
STU-01082,Saanvi Bhat,17,Female,12th,Semester 1,2.6,4.8,1.1,5,83.0,55.5,48.5,0
STU-01083,Dev Sharma,18,Male,11th,Semester 2,4.7,5.3,6.5,7,59.5,62.9,43.2,0
STU-01084,Anushka Rao,14,Female,10th,Semester 2,3.7,5.6,7.8,5,79.5,60.8,43.7,0
STU-01085,Aarav Mishra,15,Male,10th,Semester 2,1.7,7.0,8.3,4,77.5,54.5,30.0,0
STU-01086,Isha Mishra,16,Female,11th,Semester 3,6.2,7.6,0.9,7,68.5,69.8,73.7,1
STU-01087,Shaurya Mishra,15,Male,10th,Semester 4,4.0,7.3,4.6,7,83.1,75.6,71.0,1
STU-01088,Muhammad Chouhan,18,Male,Undergraduate,Semester 1,1.2,7.5,1.5,2,93.3,71.4,64.4,1
STU-01089,Kabir Kulkarni,18,Male,Undergraduate,Semester 4,8.0,8.9,6.9,7,86.6,60.2,63.3,1
STU-01090,Kavya Singh,15,Female,9th,Semester 4,4.7,9.6,4.7,7,58.1,46.3,40.8,0
STU-01091,Sara Kapoor,22,Female,Undergraduate,Semester 1,0.7,5.3,6.8,2,70.4,46.4,33.5,0
STU-01092,Atharv Choudhury,14,Male,9th,Semester 2,1.8,7.2,3.9,4,63.3,41.3,40.8,0
STU-01093,Sai Choudhury,17,Male,12th,Semester 4,1.8,8.0,1.2,4,45.0,45.1,44.0,0
STU-01094,Sai Verma,16,Male,10th,Semester 2,4.9,6.7,5.5,7,71.0,52.5,52.9,1
STU-01095,Vivaan Sharma,14,Male,10th,Semester 3,7.2,8.3,5.4,7,81.9,64.4,58.9,1
STU-01096,Aaradhya Mishra,17,Female,11th,Semester 2,7.4,6.0,0.7,7,56.5,75.5,69.6,1
STU-01097,Pari Sharma,17,Female,11th,Semester 2,3.5,6.2,2.0,6,90.7,70.3,61.7,1
STU-01098,Arnav Bose,17,Male,12th,Semester 1,3.8,6.4,3.9,6,80.8,61.5,57.7,1
STU-01099,Aarav Nair,16,Male,11th,Semester 4,4.0,8.0,2.0,6,78.8,65.6,66.4,1
STU-01100,Advaith Banerjee,19,Male,Undergraduate,Semester 4,1.2,5.1,2.3,2,74.1,55.5,42.7,0
STU-01101,Arnav Das,14,Male,9th,Semester 4,5.0,7.0,2.5,7,88.6,78.1,69.5,1
STU-01102,Ayaan Das,14,Male,10th,Semester 3,4.1,8.7,4.0,7,88.4,63.8,65.6,1
STU-01103,Atharv Choudhury,16,Male,9th,Semester 3,2.7,7.5,1.1,5,77.2,57.9,59.3,1
STU-01104,Krishna Das,18,Male,12th,Semester 4,3.9,7.6,1.0,6,75.0,61.6,61.1,1
STU-01105,Ishaan Das,17,Male,12th,Semester 1,6.4,9.0,1.7,7,96.8,92.8,88.3,1
STU-01106,Advik Iyer,16,Male,12th,Semester 1,7.7,6.2,4.1,7,83.0,81.6,79.6,1
STU-01107,Meera Mehta,16,Female,10th,Semester 1,5.6,7.8,0.9,7,74.2,82.8,77.9,1
STU-01108,Myra Iyer,15,Female,10th,Semester 2,5.9,7.7,2.7,7,87.2,67.4,69.6,1
STU-01109,Anand Mishra,16,Male,10th,Semester 4,1.7,6.4,2.8,3,90.6,80.5,63.0,1
STU-01110,Tanvi Mishra,18,Female,11th,Semester 4,10.5,8.8,2.4,7,67.8,81.6,86.4,1
STU-01111,Pari Verma,17,Female,11th,Semester 2,1.8,9.1,6.0,4,53.5,41.1,25.4,0
STU-01112,Priyanka Malhotra,16,Female,12th,Semester 2,6.3,9.0,2.8,7,75.1,80.8,76.5,1
STU-01113,Pooja Bhat,21,Female,Undergraduate,Semester 4,2.4,8.1,2.8,5,60.6,51.2,45.4,0
STU-01114,Pari Patel,14,Female,10th,Semester 3,2.0,6.1,3.6,3,82.2,64.5,55.4,1
STU-01115,Pooja Sharma,18,Female,12th,Semester 1,2.3,4.8,7.3,5,80.7,45.1,44.8,0
STU-01116,Pari Kapoor,17,Female,11th,Semester 4,2.9,6.4,6.1,5,89.1,69.2,56.1,1
STU-01117,Aadhya Singh,16,Female,12th,Semester 2,0.5,6.6,6.1,3,83.7,46.9,34.0,0
STU-01118,Dev Nair,20,Male,Undergraduate,Semester 3,2.3,6.7,1.6,4,76.9,67.6,59.3,1
STU-01119,Vihaan Verma,15,Male,10th,Semester 4,4.3,8.9,3.7,6,84.5,71.1,74.5,1
STU-01120,Dev Rao,18,Male,Undergraduate,Semester 1,3.1,6.8,4.6,6,70.3,54.9,45.2,0
STU-01121,Aaradhya Kumar,18,Female,12th,Semester 3,2.8,8.3,7.9,5,54.7,39.1,32.1,0
STU-01122,Aaradhya Rao,17,Female,11th,Semester 2,2.8,5.4,4.3,4,67.5,52.8,45.5,0
STU-01123,Aanya Rao,15,Female,10th,Semester 1,1.9,6.9,2.7,4,72.9,55.4,57.1,1
STU-01124,Atharv Kulkarni,18,Male,Undergraduate,Semester 4,2.0,7.8,1.7,3,76.9,53.4,64.2,1
STU-01125,Khushi Gupta,16,Female,10th,Semester 3,2.9,7.4,3.3,4,46.6,42.1,42.6,0
STU-01126,Reyansh Mehta,22,Male,Undergraduate,Semester 1,1.2,6.8,1.8,2,77.5,60.3,55.9,1
STU-01127,Navya Bhat,18,Female,11th,Semester 2,1.9,6.2,2.3,3,63.0,57.3,49.9,0
STU-01128,Siddharth Rao,14,Male,10th,Semester 3,2.7,7.4,5.1,5,86.2,56.5,44.1,0
STU-01129,Shaurya Kumar,22,Male,Undergraduate,Semester 2,1.8,8.6,2.6,3,93.7,63.9,55.4,1
STU-01130,Khushi Gupta,16,Female,10th,Semester 4,2.8,7.3,4.3,4,91.6,55.3,58.3,1
STU-01131,Pranav Bhat,22,Male,Undergraduate,Semester 3,8.3,7.5,1.0,7,88.6,70.6,73.8,1
STU-01132,Ananya Gupta,17,Female,12th,Semester 1,3.9,7.1,4.8,6,65.9,55.3,51.1,1
STU-01133,Priyanka Kapoor,14,Female,10th,Semester 4,5.9,7.5,0.5,7,64.9,73.1,56.7,1
STU-01134,Pari Reddy,18,Female,12th,Semester 1,3.6,9.0,4.4,5,86.7,70.4,59.2,1
STU-01135,Pranav Patel,15,Male,9th,Semester 4,2.4,6.5,2.4,4,84.5,70.8,61.0,1
STU-01136,Aarav Rao,20,Male,Undergraduate,Semester 1,1.0,8.0,2.2,2,88.7,60.2,55.2,1
STU-01137,Diya Kapoor,19,Female,Undergraduate,Semester 4,8.0,5.1,4.5,7,96.7,80.8,84.9,1
STU-01138,Isha Kumar,18,Female,11th,Semester 1,4.4,7.2,2.6,6,46.6,47.4,44.9,0
STU-01139,Advik Kapoor,16,Male,11th,Semester 1,3.0,6.4,7.8,5,72.2,45.2,45.3,0
STU-01140,Aanya Patel,16,Other,12th,Semester 4,3.9,7.1,4.1,7,78.0,67.3,64.3,1
STU-01141,Reyansh Mishra,18,Male,12th,Semester 2,3.2,7.3,5.3,5,94.9,66.8,61.9,1
STU-01142,Rohan Mehta,14,Male,10th,Semester 3,10.3,8.2,2.0,7,83.0,80.8,90.9,1
STU-01143,Arnav Mishra,21,Male,Undergraduate,Semester 2,0.6,7.8,4.0,3,69.8,45.2,49.4,0
STU-01144,Aadhya Joshi,17,Female,12th,Semester 4,2.8,8.3,2.3,5,74.1,65.0,58.2,1
STU-01145,Sara Gupta,20,Female,Undergraduate,Semester 2,3.2,7.0,0.5,6,71.8,70.5,63.9,1
STU-01146,Aadhya Kumar,17,Female,11th,Semester 3,3.6,6.6,0.6,6,79.5,57.5,56.6,1
STU-01147,Khushi Bhat,17,Female,12th,Semester 3,4.7,5.9,3.4,7,94.0,69.1,61.0,1
STU-01148,Dev Das,22,Male,Undergraduate,Semester 3,4.6,7.6,2.5,7,94.7,74.8,67.1,1
STU-01149,Aditya Bhat,16,Male,9th,Semester 1,2.7,7.2,3.2,5,76.9,68.3,67.9,1
STU-01150,Aaradhya Deshmukh,21,Female,Undergraduate,Semester 2,6.2,6.2,4.6,7,93.7,78.3,87.3,1
STU-01151,Pooja Nair,14,Female,10th,Semester 2,4.0,6.1,2.8,6,83.0,63.8,57.4,1
STU-01152,Angel Bose,20,Female,Undergraduate,Semester 2,2.0,6.3,1.4,3,69.2,62.3,62.6,1
STU-01153,Vivaan Kapoor,17,Male,12th,Semester 4,5.0,8.2,5.0,7,91.9,67.4,64.7,1
STU-01154,Anika Chouhan,22,Female,Undergraduate,Semester 1,3.8,5.2,5.8,6,78.0,61.8,51.7,1
STU-01155,Aditya Deshmukh,16,Male,11th,Semester 4,2.0,5.8,3.3,3,59.9,57.9,49.8,0
STU-01156,Ayaan Banerjee,14,Male,9th,Semester 4,1.5,7.7,3.6,3,95.7,66.8,61.8,1
STU-01157,Anand Kulkarni,18,Male,12th,Semester 1,3.7,7.7,3.6,6,91.1,81.3,73.4,1
STU-01158,Saanvi Rao,17,Female,12th,Semester 4,3.9,6.3,0.8,6,82.4,74.4,67.8,1
STU-01159,Aaryan Kumar,18,Male,11th,Semester 1,2.3,4.7,2.0,4,65.2,49.4,49.1,0
STU-01160,Aaryan Malhotra,15,Male,9th,Semester 2,1.8,7.4,3.5,4,58.0,50.3,36.3,0
STU-01161,Arnav Bose,16,Male,10th,Semester 4,7.5,5.7,3.6,7,43.2,60.2,55.7,1
STU-01162,Ishaan Sharma,16,Male,10th,Semester 4,3.1,7.0,6.9,6,69.2,54.8,50.1,1
STU-01163,Aaradhya Kumar,15,Female,9th,Semester 3,4.3,5.8,3.2,7,97.9,77.8,73.1,1
STU-01164,Advik Verma,14,Male,9th,Semester 4,7.3,6.9,6.3,7,92.9,69.9,65.9,1
STU-01165,Myra Malhotra,16,Female,10th,Semester 3,8.1,7.6,4.0,7,73.0,64.1,58.9,1
STU-01166,Atharv Joshi,17,Male,11th,Semester 4,2.1,7.0,7.8,4,88.8,62.5,56.7,1
STU-01167,Arnav Deshmukh,18,Male,12th,Semester 2,1.7,6.7,4.0,3,83.2,70.1,50.3,1
STU-01168,Advik Bhat,14,Male,10th,Semester 2,5.2,8.8,1.3,7,83.2,73.3,79.2,1
STU-01169,Priyanka Joshi,18,Female,11th,Semester 1,10.4,7.3,3.7,7,95.2,89.1,90.5,1
STU-01170,Muhammad Verma,16,Male,9th,Semester 3,6.1,6.9,3.4,7,69.7,58.5,58.9,1
STU-01171,Advaith Singh,18,Male,Undergraduate,Semester 1,2.0,8.0,5.6,4,84.5,58.5,43.2,0
STU-01172,Aanya Mishra,18,Female,12th,Semester 2,2.2,7.3,3.2,4,82.5,72.9,54.4,1
STU-01173,Aaryan Rao,16,Male,12th,Semester 4,3.5,8.5,3.8,6,72.6,70.9,58.3,1
STU-01174,Aaryan Sharma,16,Male,10th,Semester 4,2.6,6.9,2.7,5,60.1,51.3,44.2,0
STU-01175,Vihaan Mishra,16,Male,12th,Semester 1,1.8,7.0,4.2,4,71.0,52.8,49.2,0
STU-01176,Priyanka Sharma,18,Female,12th,Semester 3,4.2,7.8,2.9,6,67.9,65.0,65.0,1
STU-01177,Aaradhya Verma,18,Female,Undergraduate,Semester 2,2.4,7.5,4.5,5,81.9,57.7,55.5,1
STU-01178,Meera Kulkarni,16,Female,12th,Semester 1,5.3,5.9,5.1,7,89.9,67.4,73.0,1
STU-01179,Reyansh Sharma,18,Male,11th,Semester 3,3.1,7.8,1.6,5,69.1,62.6,65.8,1
STU-01180,Avani Bhat,15,Female,10th,Semester 2,3.5,6.2,3.9,6,89.9,51.3,50.1,1
STU-01181,Aarav Kumar,16,Male,10th,Semester 1,1.8,6.9,2.4,3,62.8,41.7,38.4,0
STU-01182,Sara Nair,20,Female,Undergraduate,Semester 1,1.9,5.3,3.7,4,86.2,58.9,61.0,1
STU-01183,Siddharth Gupta,15,Male,10th,Semester 4,1.3,5.4,3.7,4,70.8,49.6,40.5,0
STU-01184,Tanvi Kulkarni,16,Female,11th,Semester 2,0.9,6.9,2.4,2,91.3,50.3,48.3,0
STU-01185,Arjun Joshi,16,Male,11th,Semester 3,9.0,6.5,1.4,7,69.4,79.9,78.9,1
STU-01186,Navya Bhat,16,Female,9th,Semester 1,2.4,7.3,5.1,5,76.3,49.8,41.7,0
STU-01187,Aaradhya Verma,15,Female,10th,Semester 2,2.5,7.8,4.1,4,75.5,62.1,57.8,1
STU-01188,Advaith Kulkarni,17,Male,11th,Semester 3,3.5,9.0,4.4,5,72.2,64.3,60.7,1
STU-01189,Reyansh Bose,17,Male,12th,Semester 4,2.0,5.6,3.7,3,84.1,62.5,49.3,0
STU-01190,Ishaan Rao,16,Male,12th,Semester 1,5.2,7.2,5.7,7,81.2,55.2,52.3,1
STU-01191,Vihaan Das,18,Male,Undergraduate,Semester 1,1.0,8.0,3.6,2,89.5,65.1,54.2,1
STU-01192,Reyansh Verma,18,Male,12th,Semester 1,1.5,8.4,1.4,4,80.8,66.3,45.3,0
STU-01193,Riya Kumar,16,Female,9th,Semester 2,4.4,6.9,1.4,6,56.9,48.8,52.2,1
STU-01194,Ishaan Gupta,16,Male,10th,Semester 1,1.8,7.6,3.4,3,89.9,61.4,57.8,1
STU-01195,Saanvi Patel,17,Female,11th,Semester 4,0.5,5.5,1.8,2,69.6,59.5,43.2,0
STU-01196,Kavya Banerjee,20,Female,Undergraduate,Semester 3,1.6,5.9,0.8,4,81.4,66.0,51.2,1
STU-01197,Vivaan Reddy,17,Male,11th,Semester 4,3.9,8.9,2.1,6,98.0,66.2,56.1,1
STU-01198,Kavya Reddy,16,Female,9th,Semester 1,7.1,7.0,2.6,7,80.1,66.8,76.0,1
STU-01199,Sai Deshmukh,14,Male,9th,Semester 1,2.2,8.1,9.8,5,97.7,50.7,47.6,0
STU-01200,Advik Kulkarni,17,Male,12th,Semester 2,4.0,8.6,3.9,6,75.4,72.7,62.2,1
STU-01201,Meera Verma,15,Female,10th,Semester 1,2.8,6.0,0.5,4,64.3,62.5,54.1,1
STU-01202,Dhruv Rao,16,Male,10th,Semester 3,4.8,5.1,3.0,7,93.6,76.5,74.5,1
STU-01203,Arnav Das,15,Male,10th,Semester 4,3.5,8.4,1.9,6,66.5,62.0,54.4,1
STU-01204,Tara Malhotra,16,Female,12th,Semester 1,1.7,6.0,5.0,4,85.1,53.3,48.9,0
